delta,threshold,mean_f1_local,mean_recall_local,mean_precision_local,mean_normal_false_alert_rate_local,mean_onset_valid_detection_rate_local,mean_onset_clean_valid_detection_rate_local,mean_persistent_detection_rate_local,mean_persistent_valid_detection_rate_local,mean_delay_min_onset_local,mean_delay_min_persistent_local,f1_N2,precision_N2,recall_N2,normal_false_alert_rate_N2,onset_valid_detection_rate_N2,onset_clean_valid_detection_rate_N2,persistent_valid_detection_rate_N2,mean_delay_min_onset_N2,f1_N8,precision_N8,recall_N8,normal_false_alert_rate_N8,onset_valid_detection_rate_N8,onset_clean_valid_detection_rate_N8,persistent_valid_detection_rate_N8,mean_delay_min_onset_N8,f1_N9,precision_N9,recall_N9,normal_false_alert_rate_N9,onset_valid_detection_rate_N9,onset_clean_valid_detection_rate_N9,persistent_valid_detection_rate_N9,mean_delay_min_onset_N9,rank_score
0.0,30,0.43166704608279943,0.37412844036697246,0.568898990041677,0.6,0.6,0.48000000000000004,0.7600000000000001,0.5466666666666667,62.73333333333333,876.4444444444443,0.444794952681388,0.7840593141797961,0.31045871559633026,0.8,1.0,0.8,0.84,71.2,0.4266666666666667,0.5244147157190635,0.3596330275229358,0.5,0.4,0.4,0.4,27.0,0.42353951890034364,0.3982229402261712,0.4522935779816514,0.5,0.4,0.24,0.4,90.0,2.5172681843311975
0.2,80,0.3113954133400778,0.19333333333333336,0.9490500863557858,0.0,0.6,0.6,0.24,0.21333333333333335,364.06666666666666,814.1666666666666,0.2562789953607423,1.0,0.14697247706422017,0.0,1.0,1.0,0.0,399.2,0.23481781376518218,1.0,0.13302752293577982,0.0,0.4,0.4,0.24,450.0,0.44308943089430897,0.8471502590673575,0.3,0.0,0.4,0.4,0.4,243.0,2.5081816533603116
0.0,80,0.3409846170216462,0.22051987767584094,0.8638232207888402,0.10000000000000002,0.6,0.6,0.25333333333333335,0.21333333333333335,309.0,812.6666666666666,0.3003274598471854,1.0,0.176697247706422,0.0,1.0,1.0,0.0,334.0,0.2840690978886756,0.8705882352941177,0.16972477064220184,0.2,0.4,0.4,0.24,370.0,0.43855729332907756,0.720881427072403,0.31513761467889906,0.1,0.4,0.4,0.4,223.0,2.4816051347532513
0.1,80,0.32890592134289615,0.20834862385321098,0.9043169994256951,0.06666666666666667,0.6,0.6,0.24,0.21333333333333335,331.59999999999997,813.6666666666666,0.27640733712839977,1.0,0.16036697247706422,0.0,1.0,1.0,0.0,366.8,0.2692307692307692,0.9320652173913043,0.1573394495412844,0.1,0.4,0.4,0.24,397.0,0.4410796576695194,0.7808857808857809,0.3073394495412844,0.1,0.4,0.4,0.4,231.0,2.477357018704918
0.01,80,0.3399238883457601,0.2192048929663609,0.8682886957700191,0.10000000000000002,0.6,0.6,0.25333333333333335,0.21333333333333335,310.8666666666667,812.6666666666666,0.29793878825733916,1.0,0.17504587155963303,0.0,1.0,1.0,0.0,335.6,0.2823076923076923,0.8738095238095238,0.168348623853211,0.2,0.4,0.4,0.24,373.0,0.439525184472249,0.7310565635005336,0.31422018348623854,0.1,0.4,0.4,0.4,224.0,2.4754955533830403
0.025,80,0.3381037482685078,0.21730886850152906,0.8737985675017809,0.10000000000000002,0.6,0.6,0.25333333333333335,0.21333333333333335,313.46666666666664,812.6666666666666,0.29233902553658153,1.0,0.1711926605504587,0.0,1.0,1.0,0.0,340.4,0.28053949903660885,0.8771084337349397,0.1669724770642202,0.2,0.4,0.4,0.24,376.0,0.441432720232333,0.7442872687704026,0.3137614678899083,0.1,0.4,0.4,0.4,224.0,2.465614993074031
0.05,80,0.3343656903611743,0.21357798165137618,0.8831407014219431,0.10000000000000002,0.6,0.6,0.25333333333333335,0.21333333333333335,323.26666666666665,812.6666666666666,0.28535472707251847,1.0,0.16642201834862386,0.0,1.0,1.0,0.0,358.8,0.2743122820612166,0.8827930174563591,0.16238532110091744,0.2,0.4,0.4,0.24,386.0,0.44343006194978807,0.7666290868094702,0.3119266055045872,0.1,0.4,0.4,0.4,225.0,2.440862761444697
0.1,20,0.4343914156692487,0.3955963302752294,0.5341327507388199,0.7000000000000001,0.6,0.44,0.8133333333333334,0.6,48.199999999999996,786.2666666666668,0.4655238095238095,0.7558762886597938,0.3363302752293578,0.9,1.0,0.76,1.0,55.6,0.41743119266055045,0.46961009174311924,0.3756880733944954,0.6,0.4,0.32,0.4,16.0,0.42021924482338613,0.37691187181354696,0.47477064220183485,0.6,0.4,0.24,0.4,73.0,2.3693656626769948
0.05,20,0.4293245789862073,0.39871559633027526,0.5171938513824951,0.7333333333333334,0.6,0.41333333333333333,0.8533333333333334,0.6,42.06666666666667,755.1333333333333,0.4685771744595274,0.7438148443735035,0.3420183486238532,0.9,1.0,0.68,1.0,39.2,0.409079570965328,0.448332422088573,0.3761467889908257,0.6,0.4,0.32,0.4,15.0,0.4103169915337665,0.35943428768540875,0.4779816513761468,0.7,0.4,0.24,0.4,72.0,2.235231649278163
0.025,100,0.2716440844224755,0.16394495412844037,0.9503546099290779,0.0,0.5866666666666666,0.5866666666666666,0.17333333333333334,0.14666666666666667,408.6388888888889,827.0,0.22417725643532097,1.0,0.12623853211009176,0.0,0.96,0.96,0.0,437.9166666666667,0.19611088125775755,1.0,0.10871559633027524,0.0,0.4,0.4,0.04,494.0,0.39464411557434814,0.851063829787234,0.25688073394495414,0.0,0.4,0.4,0.4,294.0,2.1446041154676796
