config,cols,alpha,drift,threshold,group_col,scenario_id,source_file,scenario_type,last_label,tp,fp,fn,tn,detected_any,valid_detection,first_alert_idx,first_alert_time_s,first_valid_alert_idx,first_valid_alert_time_s,delay_min,fp_before_onset,clean_valid_detection,clean_delay_min,max_score,mean_score
local_N2,V_N2,0.25,0.75,50.0,hour,54,data_54.csv,persistent_leak,5,135,0,10,0,1,1,10.0,6000.0,10.0,6000.0,100.0,0,1,100.0,471.97236822116014,300.2932593445531
local_N2,V_N2,0.25,0.75,50.0,hour,55,data_55.csv,persistent_leak,5,136,0,9,0,1,1,9.0,5400.0,9.0,5400.0,90.0,0,1,90.0,491.0484791167122,304.40645842585104
local_N2,V_N2,0.25,0.75,50.0,hour,56,data_56.csv,onset_leak,5,59,0,14,72,1,1,86.0,51600.0,86.0,51600.0,140.0,0,1,140.0,197.84915667010225,40.50505924410032
local_N2,V_N2,0.25,0.75,50.0,hour,57,data_57.csv,onset_leak,5,52,0,21,72,1,1,93.0,55800.0,93.0,55800.0,210.0,0,1,210.0,160.4141527923239,37.93232505593612
local_N2,V_N2,0.25,0.75,50.0,hour,58,data_58.csv,onset_leak,5,73,26,0,46,1,1,46.0,27600.0,72.0,43200.0,0.0,26,0,,251.43223025467057,85.43304138356478
local_N2,V_N2,0.25,0.75,50.0,hour,59,data_59.csv,onset_leak,5,62,0,11,72,1,1,83.0,49800.0,83.0,49800.0,110.0,0,1,110.0,190.0811236487675,53.18265536609957
local_N2,V_N2,0.25,0.75,50.0,hour,60,data_60.csv,onset_leak,5,66,0,7,72,1,1,79.0,47400.0,79.0,47400.0,70.0,0,1,70.0,243.42910445939577,70.39153578681025
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,1,data_1.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,2,data_2.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,32.61371163698376,8.728928460753412
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,3,data_3.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,23.871315701726708,2.5127668300195025
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,4,data_4.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,5,data_5.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,16.88691013393472,3.859104945234688
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,6,data_6.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,31.54993231370816,12.573739541959277
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,7,data_7.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,8,data_8.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,35.52994014169663,16.693409273447273
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,9,data_9.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,20.23517852201728,4.261494347109961
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,10,data_10.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,8.30955146279391,1.2130586301742987
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,11,data_11.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,22.29487254946961,9.200629475151135
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,12,data_12.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,14.549673908940738,2.2042179925341383
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,13,data_13.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,14,data_14.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,8.30955146279391,1.2130586301742987
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,15,data_15.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,13.916091557561163,3.0186964072237945
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,16,data_16.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,13.126414063595362,0.8333211136503343
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,17,data_17.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,14.549673908940738,2.2168712592438764
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,18,data_18.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,22.390116199994416,12.167393670552656
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,19,data_19.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,5.378639571347881,0.7990296868094335
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,20,data_20.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,3.3314020630275634,0.43131267980598753
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,21,data_21.csv,persistent_leak,2,0,0,0,145,0,0,,,,,,0,0,,22.324523201103865,9.695696814270278
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,22,data_22.csv,persistent_leak,2,0,0,0,145,0,0,,,,,,0,0,,1.404665194803659,0.09614275084283026
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,23,data_23.csv,persistent_leak,2,0,0,0,145,0,0,,,,,,0,0,,5.378639571347881,0.7990296868094335
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,24,data_24.csv,persistent_leak,2,0,4,0,141,1,0,141.0,84600.0,,,,4,0,,57.57109265650925,7.774934503407345
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,25,data_25.csv,persistent_leak,2,0,0,0,145,0,0,,,,,,0,0,,47.37367894874967,7.638703641475632
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,26,data_26.csv,onset_leak,2,0,0,0,145,0,0,,,,,,0,0,,31.943876474451415,11.370069442700762
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,27,data_27.csv,onset_leak,2,0,0,0,145,0,0,,,,,,0,0,,24.795882914421266,5.0097152972136865
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,28,data_28.csv,onset_leak,2,0,0,0,145,0,0,,,,,,0,0,,23.945058170141333,6.869540195691845
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,29,data_29.csv,onset_leak,2,0,0,0,145,0,0,,,,,,0,0,,25.13708519574056,4.645710548063077
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,30,data_30.csv,onset_leak,2,0,46,0,99,1,0,35.0,21000.0,,,,46,0,,85.81684095259298,33.55952210243009
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,31,data_31.csv,persistent_leak,3,0,0,0,145,0,0,,,,,,0,0,,29.225948114499325,9.022513690971698
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,32,data_32.csv,persistent_leak,3,0,0,0,145,0,0,,,,,,0,0,,32.81323871325085,2.9704282239376587
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,33,data_33.csv,persistent_leak,3,0,0,0,145,0,0,,,,,,0,0,,25.023817598047597,1.5927385470298923
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,34,data_34.csv,persistent_leak,3,0,0,0,145,0,0,,,,,,0,0,,5.271185409403819,0.7477579624289256
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,35,data_35.csv,persistent_leak,3,0,0,0,145,0,0,,,,,,0,0,,29.940199510779625,6.119394074674841
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,36,data_36.csv,onset_leak,3,0,0,0,145,0,0,,,,,,0,0,,8.30955146279391,1.5784378142478215
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,37,data_37.csv,onset_leak,3,0,0,0,145,0,0,,,,,,0,0,,14.549673908940738,2.2168712592438764
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,38,data_38.csv,onset_leak,3,0,0,0,145,0,0,,,,,,0,0,,35.52994014169663,16.693409273447273
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,39,data_39.csv,onset_leak,3,0,0,0,145,0,0,,,,,,0,0,,5.271185409403819,0.7477579624289256
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,40,data_40.csv,onset_leak,3,0,0,0,145,0,0,,,,,,0,0,,2.860542693689965,0.19060051558968993
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,41,data_41.csv,persistent_leak,4,140,0,5,0,1,1,5.0,3000.0,5.0,3000.0,50.0,0,1,50.0,678.5127680054137,402.88938589595574
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,42,data_42.csv,persistent_leak,4,139,0,6,0,1,1,6.0,3600.0,6.0,3600.0,60.0,0,1,60.0,529.2173445229492,348.20685528088694
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,43,data_43.csv,persistent_leak,4,139,0,6,0,1,1,6.0,3600.0,6.0,3600.0,60.0,0,1,60.0,607.9119241912463,356.49115530798554
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,44,data_44.csv,persistent_leak,4,140,0,5,0,1,1,5.0,3000.0,5.0,3000.0,50.0,0,1,50.0,589.8348562381367,364.38638839411215
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,45,data_45.csv,persistent_leak,4,139,0,6,0,1,1,6.0,3600.0,6.0,3600.0,60.0,0,1,60.0,541.8556702716064,343.809808023371
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,46,data_46.csv,onset_leak,4,52,0,21,72,1,1,93.0,55800.0,93.0,55800.0,210.0,0,1,210.0,235.90022009055397,46.37466650599835
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,47,data_47.csv,onset_leak,4,56,0,17,72,1,1,89.0,53400.0,89.0,53400.0,170.0,0,1,170.0,195.2206932287861,37.173481779256704
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,48,data_48.csv,onset_leak,4,58,0,15,72,1,1,87.0,52200.0,87.0,52200.0,150.0,0,1,150.0,229.74792348484448,50.832553031668766
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,49,data_49.csv,onset_leak,4,63,0,10,72,1,1,82.0,49200.0,82.0,49200.0,100.0,0,1,100.0,230.42558794940197,46.54519699743468
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,50,data_50.csv,onset_leak,4,51,0,22,72,1,1,94.0,56400.0,94.0,56400.0,220.0,0,1,220.0,242.64305254172749,47.12970842830609
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,51,data_51.csv,persistent_leak,5,139,0,6,0,1,1,6.0,3600.0,6.0,3600.0,60.0,0,1,60.0,663.6715136625742,383.1604927580201
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,52,data_52.csv,persistent_leak,5,140,0,5,0,1,1,5.0,3000.0,5.0,3000.0,50.0,0,1,50.0,666.086877742593,399.43652789235847
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,53,data_53.csv,persistent_leak,5,140,0,5,0,1,1,5.0,3000.0,5.0,3000.0,50.0,0,1,50.0,622.7506925328914,376.21944146769926
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,54,data_54.csv,persistent_leak,5,139,0,6,0,1,1,6.0,3600.0,6.0,3600.0,60.0,0,1,60.0,556.2093931962396,354.9309784450745
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,55,data_55.csv,persistent_leak,5,140,0,5,0,1,1,5.0,3000.0,5.0,3000.0,50.0,0,1,50.0,642.445870876219,390.683650205773
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,56,data_56.csv,onset_leak,5,63,0,10,72,1,1,82.0,49200.0,82.0,49200.0,100.0,0,1,100.0,258.3178744973148,50.427352340596485
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,57,data_57.csv,onset_leak,5,46,0,27,72,1,1,99.0,59400.0,99.0,59400.0,270.0,0,1,270.0,174.39790535499043,34.64659366661042
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,58,data_58.csv,onset_leak,5,63,0,10,72,1,1,82.0,49200.0,82.0,49200.0,100.0,0,1,100.0,252.3155181091283,48.398698233820944
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,59,data_59.csv,onset_leak,5,65,0,8,72,1,1,80.0,48000.0,80.0,48000.0,80.0,0,1,80.0,258.3033355629739,61.98086711213559
local_N8_downstream_only,V_N8,0.25,0.75,50.0,hour,60,data_60.csv,onset_leak,5,62,0,11,72,1,1,83.0,49800.0,83.0,49800.0,110.0,0,1,110.0,206.46418827990746,39.205102126165414
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,1,data_1.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,10.015444002176322,2.6732375254336054
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,2,data_2.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,6.663908329477216,0.30852081095492573
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,3,data_3.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.559333473935058,0.020149552718184954
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,4,data_4.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,42.21606799597178,13.373837667949863
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,5,data_5.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.5387529515237386,0.013812638038889252
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,6,data_6.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.41076502034568607,0.020109941705917334
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,7,data_7.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,5.42865104881429,0.6277597856292102
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,8,data_8.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,9,data_9.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,8.225677991386993,1.158711980426741
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,10,data_10.csv,normal,0,0,0,0,145,0,0,,,,,,0,0,,16.2684948365975,4.19690436604385
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,11,data_11.csv,persistent_leak,1,0,31,0,114,1,0,114.0,68400.0,,,,31,0,,71.38549478669934,23.354523433417885
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,12,data_12.csv,persistent_leak,1,0,52,0,93,1,0,28.0,16800.0,,,,52,0,,92.56346220181955,33.51745376991308
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,13,data_13.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,1.3933741095668415,0.07758759182354864
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,14,data_14.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,12.990183019880934,1.6180142829433741
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,15,data_15.csv,persistent_leak,1,0,0,0,145,0,0,,,,,,0,0,,26.156359414940137,7.27037198722587
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,16,data_16.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,1.3933741095668415,0.07443622912713233
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,17,data_17.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,43.08586002678802,15.654394477155218
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,18,data_18.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,24.65411611604394,4.239017181042475
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,19,data_19.csv,onset_leak,1,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,20,data_20.csv,onset_leak,1,0,28,0,117,1,0,89.0,53400.0,,,,28,0,,59.01388661573317,23.48524703464314
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,21,data_21.csv,persistent_leak,2,134,0,11,0,1,1,11.0,6600.0,11.0,6600.0,110.0,0,1,110.0,875.7359772922248,532.4854390127023
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,22,data_22.csv,persistent_leak,2,135,0,10,0,1,1,10.0,6000.0,10.0,6000.0,100.0,0,1,100.0,842.941741124841,516.0711067209947
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,23,data_23.csv,persistent_leak,2,135,0,10,0,1,1,10.0,6000.0,10.0,6000.0,100.0,0,1,100.0,891.5616952478427,533.294796732089
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,24,data_24.csv,persistent_leak,2,134,0,11,0,1,1,11.0,6600.0,11.0,6600.0,110.0,0,1,110.0,912.7937797051784,545.7114621900068
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,25,data_25.csv,persistent_leak,2,134,0,11,0,1,1,11.0,6600.0,11.0,6600.0,110.0,0,1,110.0,799.811610167933,520.2576642490291
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,26,data_26.csv,onset_leak,2,61,17,12,55,1,1,47.0,28200.0,84.0,50400.0,120.0,17,0,,279.959929664725,78.23827073522877
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,27,data_27.csv,onset_leak,2,64,0,9,72,1,1,81.0,48600.0,81.0,48600.0,90.0,0,1,90.0,367.7519500134472,104.40093120529426
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,28,data_28.csv,onset_leak,2,62,0,11,72,1,1,83.0,49800.0,83.0,49800.0,110.0,0,1,110.0,255.99988465735015,64.24885959499161
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,29,data_29.csv,onset_leak,2,73,47,0,25,1,1,25.0,15000.0,72.0,43200.0,0.0,47,0,,281.56790928797244,121.28561169110857
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,30,data_30.csv,onset_leak,2,62,0,11,72,1,1,83.0,49800.0,83.0,49800.0,110.0,0,1,110.0,221.60321071096712,57.430673989686106
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,31,data_31.csv,persistent_leak,3,134,0,11,0,1,1,11.0,6600.0,11.0,6600.0,110.0,0,1,110.0,740.039222755872,446.81224181269874
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,32,data_32.csv,persistent_leak,3,135,0,10,0,1,1,10.0,6000.0,10.0,6000.0,100.0,0,1,100.0,842.941741124841,516.0711067209947
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,33,data_33.csv,persistent_leak,3,135,0,10,0,1,1,10.0,6000.0,10.0,6000.0,100.0,0,1,100.0,740.9571741167088,459.9463255238609
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,34,data_34.csv,persistent_leak,3,134,0,11,0,1,1,11.0,6600.0,11.0,6600.0,110.0,0,1,110.0,897.0723335400735,539.5802252395526
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,35,data_35.csv,persistent_leak,3,134,0,11,0,1,1,11.0,6600.0,11.0,6600.0,110.0,0,1,110.0,864.7001328786016,519.0237612977518
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,36,data_36.csv,onset_leak,3,64,0,9,72,1,1,81.0,48600.0,81.0,48600.0,90.0,0,1,90.0,266.9919718596838,60.009725582877344
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,37,data_37.csv,onset_leak,3,64,0,9,72,1,1,81.0,48600.0,81.0,48600.0,90.0,0,1,90.0,295.06502290443575,83.87179780281379
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,38,data_38.csv,onset_leak,3,64,0,9,72,1,1,81.0,48600.0,81.0,48600.0,90.0,0,1,90.0,317.5775105802293,79.60712279916028
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,39,data_39.csv,onset_leak,3,73,43,0,29,1,1,29.0,17400.0,72.0,43200.0,0.0,43,0,,258.5155129931709,91.26559927415458
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,40,data_40.csv,onset_leak,3,65,0,8,72,1,1,80.0,48000.0,80.0,48000.0,80.0,0,1,80.0,356.85252416006267,101.76710206127743
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,41,data_41.csv,persistent_leak,4,0,0,0,145,0,0,,,,,,0,0,,1.3933741095668415,0.07758759182354864
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,42,data_42.csv,persistent_leak,4,0,0,0,145,0,0,,,,,,0,0,,0.5658049133557292,0.02673443815768389
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,43,data_43.csv,persistent_leak,4,0,28,0,117,1,0,95.0,57000.0,,,,28,0,,60.37841379924619,22.841911022721522
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,44,data_44.csv,persistent_leak,4,0,58,0,87,1,0,87.0,52200.0,,,,58,0,,75.91410477760527,41.08912661635531
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,45,data_45.csv,persistent_leak,4,0,59,0,86,1,0,30.0,18000.0,,,,59,0,,63.29411567060329,43.33844910280744
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,46,data_46.csv,onset_leak,4,0,0,0,145,0,0,,,,,,0,0,,13.9383199820682,3.142023940072241
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,47,data_47.csv,onset_leak,4,0,0,0,145,0,0,,,,,,0,0,,23.5110871848139,7.052882578698538
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,48,data_48.csv,onset_leak,4,0,0,0,145,0,0,,,,,,0,0,,4.371964497995609,0.7100989560460312
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,49,data_49.csv,onset_leak,4,0,0,0,145,0,0,,,,,,0,0,,16.2684948365975,4.19690436604385
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,50,data_50.csv,onset_leak,4,0,0,0,145,0,0,,,,,,0,0,,44.22528591622855,11.774197577830542
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,51,data_51.csv,persistent_leak,5,0,0,0,145,0,0,,,,,,0,0,,0.08658479779023343,0.0009892728938190587
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,52,data_52.csv,persistent_leak,5,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,53,data_53.csv,persistent_leak,5,0,0,0,145,0,0,,,,,,0,0,,8.823312805116243,1.9749006351007823
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,54,data_54.csv,persistent_leak,5,0,0,0,145,0,0,,,,,,0,0,,8.823312805116243,1.9749006351007823
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,55,data_55.csv,persistent_leak,5,0,0,0,145,0,0,,,,,,0,0,,1.3933741095668415,0.07758759182354864
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,56,data_56.csv,onset_leak,5,0,0,0,145,0,0,,,,,,0,0,,0.5658049133557292,0.02673443815768389
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,57,data_57.csv,onset_leak,5,0,0,0,145,0,0,,,,,,0,0,,26.15635941494944,7.270392335665971
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,58,data_58.csv,onset_leak,5,0,35,0,110,1,0,38.0,22800.0,,,,35,0,,67.94803566257012,21.461730237570293
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,59,data_59.csv,onset_leak,5,0,0,0,145,0,0,,,,,,0,0,,0.0,0.0
local_N9_downstream_only,V_N9,0.25,0.75,50.0,hour,60,data_60.csv,onset_leak,5,0,62,0,83,1,0,83.0,49800.0,,,,62,0,,137.5079308682253,52.98762808551245
